repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version
villekuosmanen/agilex_write_board_10,villekuosmanen,arx5_bimanual,5,5406,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 10 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_11,villekuosmanen,arx5_bimanual,5,4698,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 11 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_12,villekuosmanen,arx5_bimanual,4,4192,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 12 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_14,villekuosmanen,arx5_bimanual,5,4903,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 14 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_15,villekuosmanen,arx5_bimanual,4,4248,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 15 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_16,villekuosmanen,arx5_bimanual,5,5293,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 16 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
FeiYjf/Test_NNNN,FeiYjf,so100,40,8226,30,"observation.images.left,observation.images.right",2,"observation.images.left,observation.images.right",True,1,"{""0"": ""Test_NNNN""}",False,False,"action,observation.state,observation.images.left,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_17,villekuosmanen,arx5_bimanual,20,10386,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 17 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_18,villekuosmanen,arx5_bimanual,5,5401,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 18 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_19,villekuosmanen,arx5_bimanual,5,4695,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 19 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_2,villekuosmanen,arx5_bimanual,5,5444,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 2 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_20,villekuosmanen,arx5_bimanual,5,4689,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 20 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_3,villekuosmanen,arx5_bimanual,5,4679,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 3 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_4,villekuosmanen,arx5_bimanual,5,3102,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 4 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_5,villekuosmanen,arx5_bimanual,5,3393,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 5 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_6,villekuosmanen,arx5_bimanual,5,3582,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 6 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_7,villekuosmanen,arx5_bimanual,5,2387,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 7 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_8,villekuosmanen,arx5_bimanual,6,3727,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 8 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_9,villekuosmanen,arx5_bimanual,5,3157,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 9 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_hi_whiteboard,villekuosmanen,arx5_bimanual,20,14087,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Take a marker from the whiteboard tray, write \""Hi!\"" on the whiteboard, and then put the marker back vertically into the whiteboard tray.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_zip_the_bag,villekuosmanen,arx5_bimanual,20,5149,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the transparent plastic file bag with a blue zipper and close its zipper.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
